视频标题,视频链接,当前视频所在网页链接
《信仰的力量—强村富民的好书记》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2688226931917824/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—带领群众共同致富的创业者》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687160727094272/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—经历战火洗礼的退伍兵》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2688212700988416/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—人生的勋章》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2688214295315456/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—带领农村发展的模范先锋》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687159127704576/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—退伍兵的枣乡情》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687156902528000/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—咱是当过兵的人》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687148813452288/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
《信仰的力量—不忘本色  心系百姓》,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2687150833796096/12,https://dyjy.dtdjzx.gov.cn/course/special/subject/12
泉水叮咚奏响富裕歌——第一书记姬国强驻村工作纪实,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2984013862323200/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市和平居委会,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2491693109838848/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市王立平村,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2491710734386176/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市大郑村,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2491737766102016/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市桃李居委会,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2497451912086528/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
集体经济增收案例展播——滨州市双庙刘居委会,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2491690490283008/14,https://dyjy.dtdjzx.gov.cn/course/special/subject/14
中国共产党的执政建设（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480522026779648/75,https://dyjy.dtdjzx.gov.cn/course/special/subject/75
中国共产党的执政建设（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2480519013401600/75,https://dyjy.dtdjzx.gov.cn/course/special/subject/75
传统文化与价值建设（下）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482025291465728/84,https://dyjy.dtdjzx.gov.cn/course/special/subject/84
传统文化与价值建设（上）,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2482029270090752/84,https://dyjy.dtdjzx.gov.cn/course/special/subject/84
《红色记忆》第99集 “便衣侦察”李善义——记临沂市罗庄区金坦社区建国前老党员李善义,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728317179151360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第100集 无悔奉献——记莒南县上涧村建国前老党员程记奎,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728309056553984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第95集 一生热爱党——记费县卸甲水村建国前老党员崔友田,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728350615553024/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第93集 热血铸就的党魂——记郯城县樊埝村建国前老党员樊信生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728353535886336/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第92集 一个医护兵的战火岁月——记临沂市河东区东南村建国前老党员陈玉石,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728356181279744/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第89集 永远跟你走——记沂水县大辉泉村建国前老党员李向奎,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735374355416064/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第88集 平凡的坚守——记蒙阴县新佛峪村建国前老党员韩贞祥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735379835061248/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第84集 百岁老人的爱党情——记费县石沟村建国前老党员张德荣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735388163113984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第87集 永远的承诺——记临沂市河东区后林子村建国前老党员蒋春晓,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735385172689920/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第97集 爱党情怀——记费县朱田村建国前老党员班玉英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2728345948832768/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第79期 战火青春——记临沂经济技术开发区贺成村建国前老党员陈广田,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735419436401664/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第83集 田家岭的苦和乐——记临沭县田家后村建国前老党员田家岭,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735389935191040/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第81集 忠诚的选择——记苍山县小城东村建国前老党员孙玉山,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735411179734016/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第80集 一片赤心献给党——记郯城县秦园村建国前老党员宋荣安,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2735417532515328/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第78期 丹心向党不忘本——记沂南县中高湖村建国前老党员刘方茂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746689734231040/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第65期 “飞毛腿”王子明——记临沂市罗庄区常旺社区建国前老党员王子明,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746708766114816/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第77集 坚守信仰——记郯城县南元街建国前老党员徐祗祥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746693462754304/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第76期 永不褪色的信念——记苍山县六合村建国前老党员张祥玉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746696267383808/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第75期 看河老人——记临沂市罗庄区蒋史汪二村建国前老党员孙廷战,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746697796764672/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第72期 赤诚本色——记沂水县刘家店子村建国前老党员刘志武,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746699998757888/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第70期 老支书邓运生——记临沂市罗庄区前大埠村建国前老党员邓运生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746701151159296/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第67期 那些忘不了的事——记临沭县旺南庄村建国前老党员王克庆,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746705560617984/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第66期 党徽光耀人生路——记临沂市河东区前林子村建国前老党员李继文,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746706920539136/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第62期 无悔的奉献——记沂水县后金鸡埠村建国前老党员杨世友,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746710254453760/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第61期 我的红色岁月——记平邑县利沟村建国前老党员王立才,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746711685678080/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第52集 铁血老兵——记费县肖山坡村建国前老党员季朝臣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746722131133440/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第53集 春访夏洪春——记临沭县郭庄村建国前老党员夏洪春,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746720602129408/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第54集 坚定信念跟党走——记沂南县宝石峪村建国前老党员徐乃荣,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746719350899712/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第55期 永恒的坚守——记苍山县毛埠村建国前老党员毛学青,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746717848847360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第57期 为民情怀——记临沭县月庄社区建国前老党员唐宽恩,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746716478407680/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第58期 坚定信仰跟党走——记临沂市河东区建国前老党员林庆春,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746715546502144/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第59期 散不去的硝烟——记临沂市罗庄区朱庄村建国前老党员朱永吉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746714088784896/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第60期 光辉岁月——记蒙阴县八里庙子村建国前老党员张信文,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746713027118080/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第49集 知恩有义的老兵——记莒南县净埠村建国前老党员惠恩义,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746723297657856/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第46集 永不褪色的老兵——记临沂市河东区泉沂庄村建国前老党员赵庚,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746726023955456/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第44集 永不褪色的旗帜——记平邑县东故县村建国前老党员张永礼,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746727135167488/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第43集 矢志不渝跟党走——记临沂市兰山区上艾崮村建国前老党员沈德英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746736898819072/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第37集 抗日英雄林庆玉——记莒南县渊子崖村建国前老党员林庆玉,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746739981927424/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第38集 爱唱歌的老人——记沂水县王庄社区建国前老党员朱凤兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746739017778176/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第40集 永不退色的记忆——记费县西南峪村建国前老党员周景兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746738016502784/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第36集 无悔的选择——记临沂市郯城县固疃村建国前老党员孙玉娥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746741471233024/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第35集 飒爽英姿张自英——记临沭县前塘村建国前老党员张自英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746742411805696/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第21集 铁血将帅——记莒南县淮海西路居建国前老党员聂邦栋,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746753150256128/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第24期 追忆战火岁月——记临沂市临港区壮岗村建国前老党员鲁绪为,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746751883510784/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第34集 旗映夕阳红——记临沂市河东区平墩湖村建国前老党员厉景沂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746743369401344/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第33集 忆峥嵘岁月——记临沂市罗庄区留邻庄建国前老党员刘金福,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746744600183808/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第32集 激情燃烧的岁月——记苍山县莲子汪村建国前老党员蒋朝坤,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746745774720000/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第31集 无悔的抉择——记郯城县港上镇港上四村建国前老党员张志全,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746746735887360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第30集 战火硝烟中的女战士——记临沂开发区王家坊头村建国前老党员石贞兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746747708113920/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第29集 沂蒙老区的“小兵张嘎”——记河东区坊上村建国前老党员李美林,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746748714337280/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第28集 坚定不移跟党走——记蒙山旅游区王家庄村建国前老党员王振生,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746749725950976/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第25集 终生不忘报党恩——记沂南县珠宝庄村建国前老党员范桂君,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746750902944768/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第12集 赤诚忠勇 重温红色精神——记临沂市兰山区建国前老党员张玉孚,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748122141934592/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第10集 民兵里走出的神枪手——记临沂市河东区乔庄村建国前老党员曹恩亮,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748126262821888/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第9集 蒙山植树人——记费县马头崖村建国前老党员胡怀祥,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748127594333184/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第7集 有志报效国家——记蒙阴县板崮崖村建国前老党员杨成才,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748130869969920/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第20集 共和国的人民英雄——记费县土龙沟村建国前老党员孙伯启,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746755117532160/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第16集 党的恩情永不忘——记苍山县双峪村建国前老党员郑显明,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2746756409656320/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第15集 誓言永在心中——记郯城县高圩子村建国前老党员张兰,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748118893790208/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第13集 “沂蒙红嫂”王孝珍——记临沭县东沈马村建国前老党员王孝珍,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748121008653312/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第11集 沂蒙老兵甄安珂——记莒南县甄家沟村建国前老党员甄安珂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748125026223104/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第3集 难忘的旋律——记临沂市罗庄区十里堡社区建国前老党员徐洪茂,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748143523087360/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第5集 从童养媳到女支书——记临沭县于庄子村建国前老党员张兰英,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748140255822848/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第6集 听党话跟党走——记苍山县庄坞镇涌泉后村建国前老党员范守德,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748132713792512/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
《红色记忆》第2集 追忆红色革命岁月——记临沂市兰山区建国前老党员王广亮,https://dyjy.dtdjzx.gov.cn/resourcedetailed/2748160873317376/6,https://dyjy.dtdjzx.gov.cn/course/special/subject/6
