方名,规范名,经典,出处,功用大类,功用小类,处方,炮制,功用,主治,方解,禁忌,化裁,附方,附注,文献,运用,用法用量,备注,ID
阿胶圆,,,《宋?太平惠民和剂局方》,,,麦门冬（去心）、丹参、贝母（炒）、防风（去芦.叉.头）、柏子仁、茯神（去木）、杜仲（去粗皮.炒）、百部根，各半两；干山药、阿胶（炒）、茯苓（去皮）、熟干地黄、五味子，各一两；远志（去心）、人参，各一分。,上为细末，炼蜜和圆，每两作二十四圆。,,治肺虚客热，咳嗽气急，胸中烦悸，肢体倦疼，咽干口燥，渴欲饮泠，多吐涎沫，或有鲜血，肌瘦发热，减食嗜卧。又治或因叫怒，或即房劳，肺胃致伤，吐血呕血，并宜服之。,,,,,,,,,,https://db.yaozh.com/fangji/10001090.html
阿胶枳壳丸,,,《太平惠民和剂局方》卷九,,,阿胶（碎，炒），枳壳（浸，去瓤，麸炒）各60克，滑石（研飞为衣）15克。,上药研末，炼蜜为丸，如梧桐子大。,,产后虚羸，大便秘涩。,,,,,,,,,,https://db.yaozh.com/fangji/10001091.html
阿胶枳壳丸,,,《三因》卷十七,,,阿胶、枳壳（麸炒，去瓤）各等分。,上为末，炼蜜为丸，如梧桐子大，别研滑石为衣。,,产后虚羸，大便秘涩。,,,,,,,,,,https://db.yaozh.com/fangji/10001092.html
阿胶枳壳圆,,,《宋?太平惠民和剂局方》,,,阿胶（碎炒）、枳壳（浸.去瓤.麸炒），各二两；滑石（研飞为衣）半两。,上为末，炼蜜圆，如梧桐子大。,,治产后虚羸，大便秘涩。,,,,,,,,,,https://db.yaozh.com/fangji/10001093.html
阿胶粥,,,《普济方》卷二五九,,,阿胶半两（炙黄为末），龙骨末1分，艾叶末1分。,,,妊娠下血。,,,,,,,,,,https://db.yaozh.com/fangji/10001094.html
阿胶粥,,,《圣济总录》卷一九O,,,阿胶1两（捣碎，炒令黄燥，捣为末），糯米半斤。,,,止血补虚，厚肠胃。主治妊娠胎动不安。,,,,,,,,,,https://db.yaozh.com/fangji/10001095.html
阿胶煮散,,,《普济方》卷三二八引《生育宝鉴》,,,阿胶1两，大芎1两，人参1两，白术1两，五味子1两，麦门冬1两，当归1两，茯苓1两，黄耆1两，续断1两，干地黄1两，甘草半两。,上为细散。,,妇人宫脏百病。,,,,,,,,,,https://db.yaozh.com/fangji/10001096.html
阿胶驻车丸,,,《痢疟纂要》卷九,,,阿胶3两，黄连3两，当归1两，干姜1两，木香1两，黄芩1两，龙骨（醋煅，水飞）1两，赤石脂1两，厚朴（姜炒）5钱。,米饮为丸，如梧桐子大。,,冷热不调，伤犯三阴，腹痛下脓血。,,,,,,,,,,https://db.yaozh.com/fangji/10001097.html
阿胶驻车丸,,,《治痘全书》卷十三,,,当归身、黄连、干姜、阿胶。,,,痘中夹红白痢者。,,,,,,,,,,https://db.yaozh.com/fangji/10001098.html
阿魏搐鼻散,,,《一盘珠》卷十,,,阿魏3钱，鸡内金1钱，冰片3分。,,,去星翳。主,,,,,,,,,,https://db.yaozh.com/fangji/10001099.html
阿魏膏,,,《痘疹传心录》卷十七页首,,,羌活5钱，独活5钱，玄参5钱，官桂5钱，当归5钱，青皮5钱，赤芍5钱，草乌5钱，半夏5钱，生地5钱，蓬术5钱，穿山甲（煅）5钱，草果5钱，大黄5钱，白芷5钱，红花5钱，川椒5钱，急性子5钱，水红花子5钱，土木鳖20斤（研），巴豆60粒（研），蓖麻子60粒（研），独头蒜1两（研）。,上锉，用香油一斤四两，煎白芷焦色，滤去滓，加葱、姜自然汁各一小盏，沸去水，加乱发一团，煎化；徐下黄丹一斤二两、松香六两，煎软硬得中离火，入芒消、阿魏、乳香、没药各五钱，麝香、人言各三钱成膏。,,小儿痞瘕。,,,,,,,,,,https://db.yaozh.com/fangji/10001100.html
阿魏膏药,,,《秘传大麻风方》,,,防己1两5钱，荆芥1两，白芷1两，赤芍1两，当归1两，黄连1两，黄柏1两，风子肉1两，人参1两，连翘1两，蓬术1两，黑丑1两，寸香1钱，香油2斤，黄丹8两。,桃、槐、柳、榆、??各7条，长一寸，为膏听用。另以风子肉二两，川山甲八钱，乳香、没药、寸香各下，倾入瓶中收贮。,,柘子疯，疮口烂，一应疮疖俱可用。,,,,,,,,,,https://db.yaozh.com/fangji/10001101.html
阿魏化痞散,,,《外科正宗》卷四,,,川芎 当归 白术 赤茯苓 红花 阿魏 鳖甲尖（酥炙，研）各3克 大黄（酒炒）24克 养麦面30克（微炒）,上药共为末。,,痞癖初起，腹中觉有小块，举动牵引作疼，久则渐大成形。,,,,,,,,,,https://db.yaozh.com/fangji/10001102.html
阿魏积块丸,,,《证治宝鉴》卷九,,,三棱、莪术、雄黄、蜈蚣、自然铜、蛇含石、木香、铁华粉、辰砂、沉香、冰片、芦荟、阿魏、天竺黄、全蝎。,上为末，入猪胆汁，炼蜜为丸。,,虫积腹痛，多嗜肥甘，唇红，脉滑。,,,,,,,,,,https://db.yaozh.com/fangji/10001103.html
阿魏雷丸散,,,《圣惠》卷二十四页首,,,阿魏1分（生用），雷丸半两，雄黄半两（细研），朱砂半两（细研），滑石半两，石胆1分（细研），消石半两（细研），白蔹1分，犀角屑半两，牛黄半两（细研），紫石英半两（细研，水飞过），斑蝥20枚（糯米拌炒米黄，去翅足），芫青20枚（糯米拌炒，米黄，去翅足）。,上为细散，入研了药，都研令匀。,,大风出五虫癞，四色可治，唯黑虫不可治，宜先服此。,,,,,,,,,,https://db.yaozh.com/fangji/10001104.html
阿魏理中丸,,,《杨氏家藏方》卷五,,,阿魏1分（用面二匙，醋和阿魏作饼子，炙令黄），京三棱（煨，切）1两半，蓬莪术（煨，切）1两半，青橘皮（去白）1两半，陈橘皮（去白）1两半，甘草（炙）1两半，干姜（炮）1两半，干木瓜1两半，肉桂（去粗皮）1两半，白术1两半。,上为细末，面糊为丸，每1两作15丸，朱砂为衣。,,一切冷气攻刺疼痛，心腹胀满，胃冷吐逆，脐腹撮痛。,,,,,,,,,,https://db.yaozh.com/fangji/10001105.html
阿魏良姜丸,,,《洪氏集验方》引上官驻泊方,,,青皮3两，陈皮2两，良姜2两，红豆草果子（去皮）2两，干姜（炮）、莱菔子2两（炒），木香2两，硇砂半钱，阿魏1分（并硇砂用醋化，去砂石，研）。,上为末和匀，面糊为丸，如绿豆大。,,久服大补益脾胃，空膈，令人能食，去寒湿，强中温暖。主三脘气弱，中焦积寒，脾不磨，饮食迟化，吃物频伤，胸膈满闷，胁肋刺痛，呕吐哕逆，噫醋恶心，腹胀肠鸣，心腹疼痛，噎塞膈气，翻胃吐食，饮食减少，及素来有沉寒积冷，腹中时作疼痛。,,,,,,,,,,https://db.yaozh.com/fangji/10001106.html
阿魏软坚散,,,《青囊秘传》,,,阿魏3钱，蜗牛（炙）3钱，象贝母3钱，月石1钱5分，桃仁1钱，僵蚕10条，南星3钱，腰黄3钱5分，冰片3分。,上为末。,,瘰疬痰块等。,,,,,,,,,,https://db.yaozh.com/fangji/10001107.html
阿魏散,,,《普济方》卷二三七,,,阿魏（研）1两，安息香（入胡桃相合，研）1两，甘草（炙，锉）半两，猪牙皂荚（涂酥炙令黄，去皮子）1两，木香、天灵盖（涂酥炙令黄色）半两，豉1合，麝香（研）半钱。,上为散，与研药和匀。,,传尸劳病，胸满短气，肌体羸瘦无力，喘嗽不已。,,忌桃、李、雀肉等。,,,,,,,,https://db.yaozh.com/fangji/10001108.html
阿魏麝香散,,,《张氏医通》卷十三,,,阿魏15克（酒煮）麝香3克 雄黄9克 野水红花子120克 神曲（炒）人参 白术（生）各30克 肉桂15克,上为散。,,肠覃，诸积，痞块。,,,,,,,,,,https://db.yaozh.com/fangji/10001109.html
阿魏通经丸,,,《经验良方》,,,铁粉10钱，阿魏3钱，芦荟3钱，没药3钱。,上为末，取二厘为一丸。,,子宫冲逆，因经闭者。,,,,,,,,,,https://db.yaozh.com/fangji/10001110.html
阿魏丸,,,《圣惠》卷七十一,,,阿魏3分，木香1两，槟榔1两，肉豆蔻半两（去壳），青橘皮3分（汤浸去白瓤，焙），当归1两（锉，微炒），诃黎勒1两（煨，用皮），桃仁3两（汤浸去皮尖双仁，研令如膏），丁香半两，附子半两（炮裂，去皮脐），桂心半两，白术3分。,上为末，用童便煎阿魏、桃仁成膏。入前药末为丸，如梧桐子大。,,妇人脏气久虚，腹胀不能食。,,,,,,,,,,https://db.yaozh.com/fangji/10001111.html
阿魏丸,,,《丹溪心法》卷三,,,连翘30克 山楂60克 黄连36克 阿魏助克（醋煮作糊）,上药为末，醋煮阿魏糊作丸。,,肉积。,,,,,,,,,,https://db.yaozh.com/fangji/10001112.html
阿魏丸,,,《痘疹传心录》卷十七,,,黄雄鸡硬肝内黄皮3具，五灵脂3钱，水仙子3钱，乳香3钱，没药3钱，阿魏3钱，急性子3钱，全蝎5钱。,上为末，醋打大麦芽末为丸，如粟米大。,,痞。,,,,,,,,,,https://db.yaozh.com/fangji/10001113.html
阿魏丸,,,《寿世保元》卷三,,,鳖甲（醋炙）5钱，三棱（醋浸，炒）1两，莪术（醋浸，炒）1两，香附子（米泔浸）1两，陈皮5钱，真阿魏5钱。,上为末，醋糊为丸，如梧桐子大。,,久疟，腹中痞块。,,,,,,,,,,https://db.yaozh.com/fangji/10001114.html
阿魏丸,,,《重订严氏济生方》,,,木香（不见火）槟榔各15克 胡椒 阿魏（用醋化开，旋入）各7.5克,上为细末，用阿魏膏子并粟米饭，杵和为丸，如梧桐子大。,,气积、肉积，心腹臌满，结块疼痛。或引胁肋疼痛，或痛连背膂，不思饮食者。,,,,,,,,,,https://db.yaozh.com/fangji/10001115.html
阿魏丸,,,方出《圣惠》卷五十二，名见《普济方》卷一九八,,,砒霜1分，朱砂1分，阿魏1分，麝香1分。,上为细末，面糊为丸，如小豆大。,,寒疟。,,,,,,,,,,https://db.yaozh.com/fangji/10001116.html
阿魏丸,,,《博济》卷二,,,阿魏1两半，当归1两半（切，醋炒），官桂半两，陈皮半两（去白，细切，醋炒），白及3分，吴白芷半两，蓬术1两，延胡索半两（锉碎，醋炒），木香3分，吴茱萸半两（醋[FS:PAGE]炒），川芎半两（醋炒），附子半两（炮，去皮脐），干姜1两（炮），肉豆蔻3分（研细末），朱砂3分（研细末）。,上除阿魏、朱砂外，同为细末，以头醋半升，浸阿魏经宿，同生绢袋取汁，煮面糊为丸，如梧桐子大，以朱砂为衣。,,男妇一切气攻刺疼痛，呼吸不得，大肠滑泄。,,,,,,,,,,https://db.yaozh.com/fangji/10001117.html
阿魏丸,,,《圣济总录》卷三十五,,,阿魏半分，麝香半分，雄黄半分，丹砂（4味并研）半分，鼠骨1分，牛骨1分，虎骨1分，兔骨1分，龙骨1分，蛇骨1分，马骨1分，羊骨1分，猴骨1分，鸡骨1分，犬骨1分，猪骨（十二味并酒炙，同为末）1分。,上为末，以阿魏水煮糊为丸，如小豆大。,,劳疟久疟，连延不愈。,,,,,,,,,,https://db.yaozh.com/fangji/10001118.html
阿魏丸,金七、七号晋象方,,《痧胀玉衡》卷下,,,玄胡索1两，苏木1两，五灵脂1两，天仙子1两，蓬术7钱，广皮7钱，枳实7钱，三棱7钱，厚朴7钱，槟榔7钱，姜黄7钱，乌药5钱，降香3钱，沉香3钱，阿魏2钱，香附4钱，卜子1两。,水泛为丸，如绿豆大。,,食积壅阻痧毒，气滞血凝，疼痛难忍，头面黑色，手足俱肿，胸腹胀闷。,,,,,,,,,,https://db.yaozh.com/fangji/10001119.html
阿魏丸,,,《圣济总录》卷三十八,,,阿魏1分，青橘皮（汤浸去白，焙）1分，酸石榴皮半两，五味子半两，陈曲（炒）1两。,上先捣后四味为细末，与阿魏同研令匀，用糯米糊为丸，如梧桐子大。,,霍乱，不吐不利，气胀满闷欲绝者。,,,,,,,,,,https://db.yaozh.com/fangji/10001120.html
阿魏丸,,,《医方类聚》卷一一一引《济生续方》,,,木香（不见火）半两，槟榔半两，胡椒2钱半，阿魏（用醋化开，旋入）2钱半。,上为细末，用阿魏膏子并粟米饭为丸，如梧桐子大。,,气积、肉积，心腹膨满，结块疼痛，或引胁疼痛，或痛连背脊，不思饮食。,,,,,,,,,,https://db.yaozh.com/fangji/10001121.html
阿魏丸,,,《活人方》卷四,,,高良姜（东壁土炒）8两，黑牵牛8两，蓬术4两，赤豆4两，砂仁4两，三棱1两，青皮1两，陈皮1两，干姜1两，草豆蔻1两，槟榔1两，肉桂1两，真阿魏5钱。,醋调神曲糊为丸。,,男妇肠胃内外或食积、血积成块、虫积久聚，经络肌理之间，寒痰湿气留滞不通，久则成痞块，症瘕。,,,,,,,,,,https://db.yaozh.com/fangji/10001122.html
阿魏丸,,,《杏苑》卷六,,,茴香1两，青皮（去白）1两，甘草（炙）1两，橘红1两，蓬术1两，胡椒5钱，白芷5钱，肉桂5钱，缩砂仁5钱，丁香皮5钱，川芎1两，生姜4两（切片，用盐半两腌1宿，晒干，焙），阿魏2钱5分（用好醋浸烂，研入糊中）。,上为末，用面糊和阿魏为丸，如梧桐子大，每药一斤，用朱砂七钱为衣。,,心腹疼痛，痃癖，男疝，女血气。,,,,,,,,,,https://db.yaozh.com/fangji/10001123.html
阿魏丸,金七、七号晋象方,,《医学纲目》卷三十八,,,阿魏1两，黄连（酒煮）6两。,上为末，醋浸阿魏一宿，研如泥，汤浸，蒸饼为丸。,,腹胀。,,脾虚者勿服。,,,,,,,,https://db.yaozh.com/fangji/10001124.html
阿魏万灵膏,,,《活人方》卷四,,,真芝麻油2斤4两（浸后药，春5、夏3、秋7、冬10日），当归1两，川芎1两，防风1两，白芷1两，肉桂1两，木鳖仁49粒，蓖麻仁25粒，巴豆仁49粒，穿山甲7大片，槐枝30寸，柳枝30寸。,上药油浸足日期，用文武火煎至药焦为度。以3-5重丝绵滤滓务净，将滓另于银标内烧出药油，共得净油约二斤；再以飞丹（炒黑，净）□斤，乘油出火，渐渐调入令匀；冷后再入真阿魏一两，用葱汁顿化，搅入令匀；再加滴乳香一两，没药一两，血竭一两，肉桂五钱，附子五钱，麝香一钱，研极细末，渐渐搅入令匀，收贮于有盖之厚瓷罐内封固，取用后，仍须盖紧。,,顽痰积蔽，风湿客邪，停滞于皮肤、分肉、经络遂道之间，或积累成块，或阻塞为痛，药石难攻，宜乎外治者用之。,,,,,,,,,,https://db.yaozh.com/fangji/10001125.html
阿魏香槟丸,,,《蒲辅周医疗经验》,,,阿魏24克 广木香6克 槟榔12克,研细末，糊为丸，梧桐子大。,,行气消积。气滞腹痛久不愈者。,,,,,,,,,,https://db.yaozh.com/fangji/10001126.html
阿魏消瘤汤,,,张文明方,,,阿魏1.5克，柴胡1.5克，甘草1.5克，当归尾4.5克，赤芍4.5克，桔梗3克。,,,理血消瘤。主瘀血阻滞。,,,,,,,,,,https://db.yaozh.com/fangji/10001127.html
阿魏消痞丸,,,《鳞爪集》卷二,,,连翘5两，麦芽10两，山楂肉5两，莱菔子10两，蒌仁10两，风化消2两5钱，六神曲10两，大贝母5两，黄连5钱，阿魏5钱（醋化），制南星10两，胡黄连5两，青盐2两。,上为细末，姜糊为丸。,,一切积滞不化，及症瘕痞块，小腹有形，按之则痛等症。,,,,,,,,,,https://db.yaozh.com/fangji/10001128.html
阿魏雄黄丸,,,《圣济总录》卷三十五,,,阿魏（研）半两，雄黄（研）半两，柳枝（取向东者1-7茎，每茎长1尺，锉，焙，捣为细末）、桃枝（取向东者1-7茎，每茎长1尺，锉，焙，捣为细末）、丹砂（研）1分。,上再研为细末，用三家粽子角为丸，如梧桐子大，别研丹砂为衣。,,鬼疟经久不愈。,,,,,,,,,,https://db.yaozh.com/fangji/10001129.html
阿魏撞气丸,,,《医学入门》卷七,,,小茴1两，青皮1两，甘草1两，陈皮1两，莪术1两，川芎1两，生姜4两（用盐5钱，淹1宿），胡椒5钱，白芷5钱，肉桂5钱，砂仁5钱，丁香皮（炒）5钱。,上为末，用阿魏一钱半，和面糊为丸，如芡实大，每药一斤，用朱砂七钱为衣。,,五种噎疾，九种心痛，痃癖气块，冷气攻刺，腹痛肠鸣，呕吐酸水，男子疝气，女人血气。,,,,,,,,,,https://db.yaozh.com/fangji/10001130.html
挨积丸,,,《太平惠民和剂局方》卷十,,,京三棱（炮）90克 丁香皮（不见火）90克 丁香（不见火）青皮（去白）各30克 干姜（炮）巴豆（去皮、膜、油，研）各7.5克,上药为细末，入巴豆拌匀，面、醋和为丸，如粟米大。,,温中消积。小儿脾胃不和，宿滞不化，腹胀肠鸣，呕逆恶心，便利不调，乳食减少；或疳泻积泻，大便酸臭；亦治丈夫妇人胸膈不快，酒积食积，呕逆恶心，吐泻脾疼。,,,,,,,,,,https://db.yaozh.com/fangji/10001131.html
挨积圆,,,《宋?太平惠民和剂局方》,,,京三棱（炮）、丁香皮（不见火），各三两；丁香（不见火）、青皮（去白），各一两；干姜（炮）、巴豆（去皮.膜.油），各二钱半。,,,治小儿脾胃不和，宿滞不化，腹胀肠鸣，呕逆恶心，便利不调，乳食减少，或疳泻、积泻，大便酸臭。亦治丈夫、妇人胸膈不快，酒积、食积，呕逆恶心，吐泻脾疼。此药不用大黄、汞粉之类，并是性温之药，常服消积滞，进乳食，退黄长肌。,,,,,,,,,,https://db.yaozh.com/fangji/10001132.html
挨癖丸,挨痞丸,,《直指小儿》卷三,,,代赭石（火煅，醋淬至碎，研10分细）3钱，青皮（去白）3钱，木香3钱，蓬术3钱，五灵脂3钱，北大黄3钱，巴豆（压去油尽）1钱。,上为1末，醋面糊为丸，如麻子大。,,乳癖谷症，腹中块病。,,,,,,,,,,https://db.yaozh.com/fangji/10001133.html
